국가별,1993
미국,6639525.5
러시아,2385612.0
일본,1291392.1
독일,1146306.7
영국,775932.8
우크라이나,711081.2
캐나다,601743.7
브라질,596099.4
프랑스,536244.5
이탈리아,515160.0
멕시코,483660.3
폴란드,450937.3
오스트레일리아,442282.5
대한민국,378546.0
인도네시아,318657.5
카자흐스탄,318608.9
스페인,294733.4
튀르키예,240771.8
아르헨티나,239560.1
네덜란드,230464.3
루마니아,184393.9
체코,168323.7
벨기에,146896.9
벨라루스,112296.4
콜롬비아,111662.3
그리스,104828.0
헝가리,79865.0
덴마크,78670.9
오스트리아,76517.9
불가리아,74664.0
스웨덴,71468.1
핀란드,69915.2
뉴질랜드,66693.8
포르투갈,63745.5
아일랜드,57186.8
슬로바키아,55242.9
스위스,53980.3
칠레,51773.1
노르웨이,48598.7
리투아니아,24901.8
크로아티아,22930.4
에스토니아,21751.7
슬로베니아,17667.8
라트비아,15905.4
룩셈부르크,13281.4
코스타리카,8892.5
키프로스,6800.6
아이슬란드,3496.4
몰타,3115.8
리히텐슈타인,244.4
모나코,108.1
페루,0.0
중국,0.0
인도,0.0
이란,0.0
이스라엘,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
