국가별,2019
미국,6617916.9
러시아,2136518.0
일본,1207742.4
독일,794633.7
멕시코,736629.6
캐나다,723679.3
대한민국,701213.7
오스트레일리아,555244.9
튀르키예,508725.9
영국,453233.7
프랑스,437646.6
이탈리아,422276.2
폴란드,386386.4
카자흐스탄,352690.7
우크라이나,334118.1
스페인,309814.2
네덜란드,180936.9
체코,123451.3
벨기에,116463.7
루마니아,115762.8
칠레,111026.6
벨라루스,92291.6
그리스,86153.3
오스트리아,79994.1
뉴질랜드,79989.8
이스라엘,79171.4
헝가리,64771.8
포르투갈,64115.5
아일랜드,61165.0
불가리아,53942.1
핀란드,52726.1
노르웨이,50958.2
스웨덴,50607.2
덴마크,46941.7
스위스,46470.5
슬로바키아,39955.7
크로아티아,24799.4
리투아니아,20244.6
슬로베니아,17204.8
에스토니아,14537.9
라트비아,11131.9
룩셈부르크,10740.0
키프로스,8891.6
아이슬란드,4723.9
몰타,2149.9
리히텐슈타인,188.3
모나코,83.0
페루,0.0
중국,0.0
인도,0.0
인도네시아,0.0
이란,0.0
사우디아라비아,0.0
아르헨티나,0.0
브라질,0.0
콜롬비아,0.0
코스타리카,0.0
남아프리카공화국,0.0
