국가별,2020
미국,6025973.6
러시아,2061361.9
일본,1144932.5
독일,730922.7
캐나다,658788.4
대한민국,656222.9
오스트레일리아,536739.7
튀르키예,523990.8
영국,408965.1
프랑스,398297.0
이탈리아,384969.9
폴란드,371312.4
카자흐스탄,333971.0
우크라이나,318035.0
스페인,272244.4
네덜란드,164367.8
체코,113072.1
루마니아,112036.0
벨기에,107272.7
칠레,105551.9
벨라루스,89940.3
이스라엘,77674.8
뉴질랜드,77330.7
그리스,75464.5
오스트리아,73910.8
헝가리,62965.3
아일랜드,59056.3
포르투갈,58029.4
노르웨이,49214.6
불가리아,47984.6
핀란드,47756.3
스웨덴,46214.0
덴마크,44483.8
스위스,43789.7
슬로바키아,37187.9
크로아티아,23906.8
리투아니아,20165.7
슬로베니아,15974.8
에스토니아,11407.1
라트비아,10483.1
룩셈부르크,9029.9
키프로스,8502.9
아이슬란드,4521.1
몰타,2111.9
리히텐슈타인,180.9
모나코,69.8
페루,0.0
중국,0.0
인도,0.0
인도네시아,0.0
이란,0.0
사우디아라비아,0.0
멕시코,0.0
아르헨티나,0.0
브라질,0.0
콜롬비아,0.0
코스타리카,0.0
남아프리카공화국,0.0
