국가별,1996
미국,7023529.6
러시아,2019459.8
일본,1386747.6
독일,1137869.0
영국,778384.7
캐나다,660767.8
브라질,643708.8
프랑스,552521.6
이탈리아,530375.9
멕시코,521689.5
우크라이나,515421.5
대한민국,470280.3
폴란드,460383.5
오스트레일리아,457575.0
스페인,318543.3
튀르키예,267581.4
아르헨티나,256463.9
카자흐스탄,247873.0
네덜란드,241662.1
루마니아,191736.2
체코,161709.7
벨기에,157228.0
콜롬비아,117221.6
그리스,112615.8
덴마크,92928.7
벨라루스,88760.2
오스트리아,83112.9
헝가리,79804.3
핀란드,77729.6
스웨덴,77239.0
불가리아,72615.2
뉴질랜드,70551.5
포르투갈,67012.8
칠레,63314.6
아일랜드,62245.2
이스라엘,57653.0
스위스,54468.4
노르웨이,53717.3
슬로바키아,52998.0
리투아니아,23469.1
크로아티아,23180.1
에스토니아,21007.7
슬로베니아,19463.6
라트비아,12639.3
룩셈부르크,10141.5
코스타리카,9562.8
키프로스,7345.0
아이슬란드,3615.8
몰타,2781.8
리히텐슈타인,236.7
모나코,109.2
페루,0.0
중국,0.0
인도,0.0
인도네시아,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
