국가별,2005
중국,8015000.0
미국,7477358.4
러시아,1970602.7
일본,1377463.9
독일,984987.0
브라질,830176.9
캐나다,732220.1
영국,699595.4
멕시코,636926.2
이탈리아,594197.4
인도네시아,590736.0
대한민국,561521.9
프랑스,553899.5
오스트레일리아,535589.8
우크라이나,442402.0
스페인,438759.6
폴란드,400708.7
튀르키예,337575.0
아르헨티나,307492.7
카자흐스탄,287466.4
네덜란드,214667.0
루마니아,151327.1
체코,148935.0
벨기에,145418.4
그리스,136748.1
콜롬비아,132469.3
오스트리아,92588.6
벨라루스,86538.4
포르투갈,86489.2
뉴질랜드,81752.2
칠레,78763.6
헝가리,76954.9
아일랜드,71531.5
이스라엘,70182.4
핀란드,69704.7
덴마크,68748.2
페루,67528.3
스웨덴,66540.9
불가리아,62364.3
스위스,56089.9
노르웨이,54471.7
슬로바키아,50666.3
크로아티아,29876.4
리투아니아,22439.8
슬로베니아,20643.3
에스토니아,19140.6
룩셈부르크,12993.8
코스타리카,11196.0
라트비아,11020.4
키프로스,9222.4
아이슬란드,4059.3
몰타,2997.7
리히텐슈타인,264.5
모나코,97.7
인도,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
