국가별,1995
미국,6821933.7
러시아,2070711.5
일본,1373818.3
독일,1120660.8
영국,757644.2
캐나다,639070.3
브라질,638769.9
우크라이나,562107.6
이탈리아,535653.7
프랑스,534172.2
멕시코,503565.3
오스트레일리아,451076.5
폴란드,446731.9
대한민국,433787.9
스페인,327011.1
카자흐스탄,260567.7
튀르키예,248248.9
아르헨티나,244499.4
네덜란드,231305.6
루마니아,188741.8
체코,158372.0
벨기에,153579.8
콜롬비아,115599.6
그리스,109581.1
벨라루스,87956.0
오스트리아,79953.2
덴마크,79748.7
헝가리,77647.7
스웨덴,73326.2
불가리아,72168.4
핀란드,71743.6
포르투갈,69306.3
뉴질랜드,68394.7
아일랜드,60080.7
칠레,57660.9
스위스,53818.4
슬로바키아,53180.0
노르웨이,50834.5
크로아티아,22686.4
리투아니아,22486.0
에스토니아,20063.9
슬로베니아,18863.3
라트비아,12589.8
룩셈부르크,10078.5
코스타리카,9693.6
키프로스,6972.2
아이슬란드,3554.7
몰타,2691.1
리히텐슈타인,234.4
모나코,105.4
페루,0.0
중국,0.0
인도,0.0
인도네시아,0.0
이란,0.0
이스라엘,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
