국가별,2014
중국,12300200.0
미국,6898525.6
러시아,2037643.3
일본,1356511.0
브라질,1062897.0
독일,893394.4
인도네시아,864948.0
멕시코,734998.2
캐나다,720195.5
대한민국,692089.0
오스트레일리아,535451.4
영국,531430.2
튀르키예,459489.5
프랑스,456751.0
이탈리아,435399.3
폴란드,381064.7
우크라이나,362747.7
카자흐스탄,342321.1
아르헨티나,322554.6
스페인,321937.4
네덜란드,187053.6
콜롬비아,165839.3
체코,127080.0
루마니아,118214.8
벨기에,114878.9
그리스,99837.3
칠레,96796.6
벨라루스,93371.4
페루,91918.7
뉴질랜드,79212.6
오스트리아,76662.7
이스라엘,75535.9
포르투갈,64041.8
아일랜드,59220.7
헝가리,58993.1
핀란드,58519.7
불가리아,57529.0
노르웨이,53906.7
스웨덴,53729.4
덴마크,53608.9
스위스,49425.5
슬로바키아,40140.2
크로아티아,24157.2
에스토니아,21040.8
리투아니아,19857.3
슬로베니아,16726.1
코스타리카,13850.1
룩셈부르크,10785.4
라트비아,10712.6
키프로스,8294.9
아이슬란드,4687.5
몰타,2807.2
리히텐슈타인,200.3
모나코,85.2
인도,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
