국가별,2000
미국,7369163.0
러시아,1895001.4
인도,1523766.6
일본,1373303.4
독일,1040191.8
브라질,725162.1
영국,723919.6
캐나다,719463.7
멕시코,587814.4
이탈리아,559978.1
인도네시아,554333.5
프랑스,548714.5
대한민국,502730.5
오스트레일리아,501589.0
이란,483669.2
우크라이나,427917.2
폴란드,393992.7
스페인,383276.4
튀르키예,298916.8
사우디아라비아,296059.9
아르헨티나,280309.0
카자흐스탄,260434.1
네덜란드,219454.9
체코,151139.2
벨기에,148877.3
루마니아,142238.3
그리스,126659.5
콜롬비아,120643.7
포르투갈,82420.0
벨라루스,81145.9
오스트리아,80619.4
헝가리,75378.3
뉴질랜드,74850.5
덴마크,72662.5
칠레,71498.7
핀란드,70136.6
아일랜드,69712.4
스웨덴,68349.1
이스라엘,67162.9
페루,62195.7
불가리아,57387.5
노르웨이,54074.2
스위스,53839.3
슬로바키아,48986.2
크로아티아,25653.7
리투아니아,19493.7
슬로베니아,18769.4
에스토니아,17453.3
라트비아,10167.8
코스타리카,9945.8
룩셈부르크,9635.0
키프로스,8306.4
아이슬란드,4154.2
몰타,2749.7
리히텐슈타인,247.6
모나코,106.3
중국,0.0
남아프리카공화국,0.0
