국가별,1992
미국,6534880.1
러시아,2524618.0
일본,1295612.0
독일,1155625.6
우크라이나,801274.6
영국,794899.5
캐나다,599242.7
브라질,583848.4
프랑스,557279.9
이탈리아,521991.4
멕시코,479929.7
폴란드,450856.6
오스트레일리아,441752.2
카자흐스탄,351663.7
대한민국,343354.2
인도네시아,306828.6
스페인,304833.8
아르헨티나,234122.4
튀르키예,233132.5
네덜란드,230151.1
루마니아,194856.7
체코,175034.9
벨기에,148077.8
벨라루스,126031.2
콜롬비아,109571.3
그리스,105287.7
헝가리,78847.3
덴마크,76517.6
오스트리아,76142.8
불가리아,75325.9
스웨덴,71252.6
핀란드,67681.5
뉴질랜드,66835.0
포르투갈,65243.1
슬로바키아,58624.8
아일랜드,56589.6
스위스,56567.9
칠레,49071.3
노르웨이,46706.8
리투아니아,31026.9
에스토니아,27215.5
크로아티아,22932.6
라트비아,19362.0
슬로베니아,17432.3
룩셈부르크,13118.3
코스타리카,8797.3
키프로스,6513.7
아이슬란드,3409.1
몰타,2513.1
리히텐슈타인,237.3
모나코,109.0
페루,0.0
중국,0.0
인도,0.0
이란,0.0
이스라엘,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
