국가별,2008
미국,7294541.7
러시아,2059490.3
일본,1318507.4
독일,964974.3
브라질,872592.8
멕시코,736252.6
캐나다,730801.2
영국,658727.3
인도네시아,629710.0
대한민국,594047.1
이탈리아,566243.0
오스트레일리아,549128.8
프랑스,528088.2
우크라이나,451145.5
스페인,409174.5
폴란드,407857.2
튀르키예,388494.6
아르헨티나,331802.2
카자흐스탄,300707.9
네덜란드,207941.4
루마니아,152897.6
체코,146768.6
콜롬비아,140123.0
벨기에,139030.9
그리스,132481.9
벨라루스,91672.8
칠레,90161.3
오스트리아,86770.8
뉴질랜드,79350.4
포르투갈,76900.5
이스라엘,76143.1
헝가리,71954.6
핀란드,71310.3
아일랜드,69330.4
덴마크,68291.4
불가리아,65625.0
스웨덴,62628.0
스위스,55211.2
노르웨이,54881.8
슬로바키아,49214.2
크로아티아,30767.5
리투아니아,23832.4
슬로베니아,21743.3
에스토니아,19941.8
코스타리카,12709.4
룩셈부르크,12126.2
라트비아,11475.4
키프로스,10025.4
아이슬란드,5307.8
몰타,3019.9
리히텐슈타인,258.6
모나코,93.8
페루,0.0
중국,0.0
인도,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
