국가별,2006
미국,7407921.5
러시아,2030163.1
일본,1356080.3
독일,991897.4
브라질,837355.4
캐나다,725289.2
영국,692195.5
멕시코,653275.5
인도네시아,610242.0
이탈리아,584053.1
대한민국,567057.0
프랑스,543309.9
오스트레일리아,540017.8
우크라이나,460035.6
스페인,432096.7
폴란드,415341.3
튀르키예,358002.5
아르헨티나,321462.0
카자흐스탄,301694.8
네덜란드,209523.8
루마니아,152350.5
체코,150166.8
벨기에,142715.6
콜롬비아,136731.4
그리스,133270.7
오스트리아,90158.7
벨라루스,89856.6
뉴질랜드,81773.4
포르투갈,81649.5
핀란드,81112.6
칠레,80679.0
덴마크,76500.4
헝가리,75660.3
이스라엘,71559.9
아일랜드,71019.5
스웨덴,66183.7
불가리아,63088.4
스위스,55758.8
노르웨이,54568.9
슬로바키아,50445.0
크로아티아,30283.9
리투아니아,22756.1
슬로베니아,20833.7
에스토니아,18490.1
룩셈부르크,12824.5
코스타리카,11817.6
라트비아,11489.4
키프로스,9470.5
아이슬란드,4619.4
몰타,3052.2
리히텐슈타인,268.2
모나코,93.3
페루,0.0
중국,0.0
인도,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
