국가별,2007
미국,7511448.0
러시아,2030122.3
일본,1391300.3
독일,964865.1
브라질,843618.6
캐나다,748070.1
멕시코,687425.9
영국,680031.4
인도네시아,607947.0
대한민국,580468.8
이탈리아,578814.5
오스트레일리아,546739.5
프랑스,533554.4
우크라이나,463415.4
스페인,442831.8
폴란드,414652.8
튀르키예,391697.0
아르헨티나,335854.1
카자흐스탄,303873.7
네덜란드,208077.9
루마니아,155930.8
체코,151829.9
벨기에,139090.8
콜롬비아,139037.6
그리스,135855.4
칠레,89995.7
벨라루스,88251.0
오스트리아,87378.0
뉴질랜드,79673.3
핀란드,79441.4
포르투갈,79325.5
이스라엘,74738.5
헝가리,74010.8
덴마크,71880.3
아일랜드,69874.9
불가리아,67006.2
스웨덴,65034.9
노르웨이,56272.9
스위스,53817.0
슬로바키아,48699.4
크로아티아,31720.9
리투아니아,24730.0
에스토니아,22046.4
슬로베니아,21020.4
코스타리카,12678.7
룩셈부르크,12236.3
라트비아,11936.0
키프로스,9803.7
아이슬란드,4924.3
몰타,3139.8
리히텐슈타인,238.9
모나코,93.1
페루,0.0
중국,0.0
인도,0.0
이란,0.0
사우디아라비아,0.0
남아프리카공화국,0.0
