Year,Country,Fuels_Coal,Fuels_Oil,Fuels_Gas,Fuels_Cement,Fuels_Flaring,Fuels_Bunkers,Fuels_Total
1947,EU27,245.457344147508,20.5770023827835,1.08606680491099,3.29135858655711,0.0,0.0,270.4117719217596
1948,EU27,265.780865418011,26.8769629689426,1.90889831343722,4.40969890915038,0.0,0.0,298.97642560954125
1949,EU27,292.521446105291,29.6711434295923,3.12188485496525,5.25362162189441,0.0,0.0,330.5680960117429
1950,EU27,307.446411302515,32.3442980784967,2.76245845735666,6.16749666384182,0.0,6.81103,355.5316945022102
1951,EU27,340.866615895719,39.1095005123774,3.2692937654166,6.95784333496427,0.0,8.08003,398.28328350847727
1952,EU27,350.913855561652,43.4539713690432,3.90392237473919,7.50151381538928,0.0,8.40029,414.1735531208236
1953,EU27,351.855138514931,48.1209369124353,5.0002990469293,8.48861406351015,0.0,8.11445,421.57943853780574
1954,EU27,367.618249135303,57.533924236844,5.61518963343507,8.99587720644087,0.0,9.10158,448.86482021202295
1955,EU27,391.193286240368,67.9995085779002,6.46855172114464,10.1246649162283,0.0,10.467,486.2530114556412
1956,EU27,412.402959572378,79.0591017402653,7.43386563572921,10.6561301317805,0.0,11.62142,521.173477080153
1957,EU27,420.213107063531,85.5551335912964,8.77517456745689,11.1841692331133,0.0,11.54013,537.2677144553976
1958,EU27,404.65485003984,95.2628212260607,9.88374514284854,11.6997188020422,0.0,11.47983,532.9809652107914
1959,EU27,400.208493713843,104.523222499408,11.7277367464212,13.1520169343036,0.0,11.68739,541.2988598939758
1960,EU27,422.577912296131,122.406485313877,13.7655126671781,14.222508517754,0.0,13.9532972023484,586.9257159972885
1961,EU27,431.774058145435,137.425484195062,15.4526818276077,15.5076331721881,0.0,16.4941063674155,616.6539637077083
1962,EU27,446.004614219049,162.453664115766,17.3348275921488,16.5572570766694,0.0869936906229603,17.6974658339787,660.1348225282351
1963,EU27,461.950865893863,187.734234874023,18.4321439996478,17.4010574812528,0.123008014595686,18.8047024606757,704.446012724058
1964,EU27,463.057490958547,218.2918183325,20.3473976507343,19.6103602019345,0.144991479609825,21.0806010255088,742.5326596488345
1965,EU27,444.933072886526,242.666869838029,22.5227389334039,20.173294808886,0.111,23.330270579806,753.737247046651
1966,EU27,432.038092855194,273.567350347245,25.6347123000251,21.3545704086213,0.06,25.1620013659886,777.8167272770738
1967,EU27,422.426041824423,294.449974598917,30.2329090109508,22.2881559414896,0.0719955123410621,25.9032320049817,795.3723088931031
1968,EU27,427.645636203729,328.104957951685,37.252791064031,23.6873154943183,0.0600035979851283,28.6558552015571,845.4065595133055
1969,EU27,440.035496019236,361.96478059058,43.8783914574841,24.9929842030805,0.094,32.5779032205928,903.5435554909734
1970,EU27,417.255051430304,411.205986425733,53.9922226551006,26.4837478628031,0.0919993541219935,33.0925207020836,942.121528430146
1971,EU27,405.048616440495,436.176412322284,64.3568667875523,27.2557122013504,1.81075941977208,35.0960135223553,969.7443806938091
1972,EU27,394.050521590385,469.81069508326,75.9010738109148,28.6824689165909,1.74110279388354,39.132371672083,1009.3182338671172
1973,EU27,397.385824515766,502.181365457139,86.4541759237329,29.7032282474256,1.72172203728304,39.9827573534953,1057.4290735348418
1974,EU27,402.929158449643,480.384079983567,97.6529632520193,29.5212223778683,1.70646695209263,34.8746624871384,1047.0685535023288
1975,EU27,391.822029786202,464.450093003003,105.539396984778,28.9378383548893,1.6055549853727,34.1088098209311,1026.463722935176
1976,EU27,414.381182033378,506.238954664493,115.149957332265,30.1393211837397,1.69711675971145,35.468766567743,1103.07529854133
1977,EU27,408.078733862971,499.00985713472,117.233019246048,30.9722825196426,1.79427216912477,35.3316568624331,1092.4198217949397
1978,EU27,416.342255584585,519.489534318914,123.358104241956,31.7395275724092,1.77370387958122,35.8641674976649,1128.5672930951107
1979,EU27,433.219010857757,526.807261977995,129.691306663749,31.5181796652505,1.34488692548038,35.504967066362,1158.0856131565938
1980,EU27,446.516606626989,502.35663297026,131.650984659036,31.2426263100386,1.08813699145199,33.1378906716134,1145.992878229389
1981,EU27,435.541729722137,456.840508079529,131.294930455471,29.8978484107577,0.841239714580455,32.6091109087754,1087.0253672912506
1982,EU27,440.683675343631,434.423872216693,124.613521388172,29.1107162781733,0.483437678725655,31.3802821113435,1060.6955050167387
1983,EU27,441.392301145337,418.845718991743,128.379421744267,28.7643463157974,0.218083942571673,29.9098981277398,1047.509770267456
1984,EU27,459.955132116286,408.210840000587,131.606220431537,27.1684235320685,0.241072496321591,29.6940993414915,1056.8757879182915
1985,EU27,473.888436127941,408.688596883965,134.1975942191,25.6902950107125,0.270049037826978,32.3399783323834,1075.074949611929
1986,EU27,465.817053540094,416.843238653942,129.593362657477,25.9571679681914,0.342956195799849,36.4132038525176,1074.966982868022
1987,EU27,467.493536079078,418.523139862112,135.487762996905,25.7759058980107,0.655230720175432,37.9775135567078,1085.913089112989
1988,EU27,457.863386022753,415.704420665666,135.645672421022,26.5730698732146,0.756317202293588,40.097691108215,1076.6405572931642
1989,EU27,454.767635322704,414.481582757973,149.717300709067,27.1042050956477,0.609719751826798,40.6049403638316,1087.2853840010505
1990,EU27,447.356075121222,405.580511283137,157.622479929542,25.9925165836767,6.31892808997506,42.1603971617661,1085.0309081693188
1991,EU27,422.259962762706,412.174555527365,162.139538389369,24.1028845591811,5.85178059433327,41.4334142973217,1067.962136130276
1992,EU27,393.976811247706,413.128154725504,156.38611309402,23.6195464247565,5.87814654055278,42.8217016185026,1035.8104736510418
1993,EU27,377.285047010228,410.126986356326,158.844894241192,22.1635723987726,5.80671410354849,43.7659695759466,1017.9931836860136
1994,EU27,371.710229722988,408.866604125269,158.840111626161,23.606237235486,5.62217795090066,44.5764835355968,1013.2218441964015
1995,EU27,367.085749425063,412.722203034125,170.683198856712,24.5403849369056,5.78212489181751,45.4147668009793,1026.2284279456026
1996,EU27,366.633190428865,423.437583682614,184.907891034643,23.6957687088985,5.65263983272932,48.0820982820111,1052.409171969761
1997,EU27,353.208064255102,421.233873434301,181.260887417693,24.22874848873,6.01236595178016,51.305660601642,1037.2496001492482
1998,EU27,338.169862228158,428.757067716422,185.779771833623,24.7376664120625,5.79231338398994,53.8987044859259,1037.1353860601814
1999,EU27,321.746034459819,423.819006969192,191.692196105511,25.1157043695997,5.78252898803152,54.6135167468153,1022.7689876389686
2000,EU27,329.436976851607,413.854639685276,196.567278735501,25.4633237523635,5.66142982922517,57.5546349261228,1028.5382837800955
2001,EU27,328.32107497375,424.839184506479,203.17343187558,24.8455072944832,5.35195449331122,58.5959258309789,1045.1270789745824
2002,EU27,329.812097880717,421.987849489325,204.732969805071,24.5984642620874,5.53239438628367,59.6163554127975,1046.2801312362817
2003,EU27,338.90851741133,424.766965203666,215.129400435254,24.9334528245933,5.80565722793123,61.3532428490158,1070.8972359517902
2004,EU27,337.746025411745,422.905391341752,220.032019069987,26.0785080161407,5.46120225539297,64.8778327987378,1077.1009788937554
2005,EU27,327.767498842306,421.413465234472,226.082536957378,26.2059770087655,5.69193518553224,67.5171804294255,1074.6785936578792
2006,EU27,332.688788063578,417.301904545771,226.429595943311,26.9635751189091,6.22005050923474,71.814759396528,1081.418673577332
2007,EU27,338.282048542052,402.841821947138,224.09351764069,28.1778907594779,6.16051113682428,75.0118462880153,1074.5676363141977
2008,EU27,314.195712507508,399.953427208677,230.709364056064,26.2181566229658,6.09639411705324,74.8534020506075,1052.0264565628756
2009,EU27,276.892909427575,379.387710596067,215.930962210914,21.4351965964787,5.57168170949936,67.4141117244956,966.6325722650296
2010,EU27,291.564041090601,374.420852230565,233.326695527583,21.0022150686425,5.75831065657994,68.1050553379773,994.1771699119488
2011,EU27,296.977400180373,359.045548184439,215.581990388819,20.6590173024377,5.90125206061243,68.4576476045382,966.6228557212196
2012,EU27,296.24569250254,346.412000568177,210.962137771083,19.4690459379508,5.88311472845745,65.3580236754446,944.3300151836528
2013,EU27,288.152828204037,338.981691522927,205.206779109212,18.4523505274984,6.3358680918069,63.4983127822391,920.6278302377204
2014,EU27,277.577714103709,334.066797774179,182.581361059325,19.3226706297237,6.15398610875729,63.0356019423177,882.7381316180117
2015,EU27,276.408129873591,341.137560300641,191.103355612206,19.1534886745966,6.05359661718595,64.2473663259636,898.1034974041842
2016,EU27,262.880804768298,345.190710251325,202.110979201034,19.1461950818442,5.92559308673172,67.0167883443879,902.2710707336208
2017,EU27,258.918004723805,346.610266256441,209.747949503104,19.7320484912834,6.07104582044462,69.9523550595841,911.031669854662
2018,EU27,245.502206682785,343.403499015385,205.838060686813,20.0895058055043,5.97879408257473,72.5008345025146,893.3129007755766
2019,EU27,201.694009044153,343.34850489544,211.629816005386,20.0753547701254,5.75728385472472,72.8421657859252,855.3471343557543
2020,EU27,166.852524762884,310.887268936485,206.171644266165,19.2162412999059,5.17147361998045,47.8233200698271,756.1224729552474
2021,EU27,189.266649095105,325.623406040039,215.927795198504,19.7651783004907,4.83782752992242,48.3661550621868,803.7870112262478
2022,EU27,194.124909648817,337.580840949902,187.341710299608,19.5756841940364,4.84208058644436,55.8941442334225,799.3593699122302
1899,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1903,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1906,CHN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,CHN,5.42955,0.0,0.0,0.0,0.0,0.0,5.42955
1908,CHN,6.2052,0.0,0.0,0.0,0.0,0.0,6.2052
1909,CHN,6.61888,0.0,0.0,0.0,0.0,0.0,6.61888
1910,CHN,6.82572,0.0,0.0,0.0,0.0,0.0,6.82572
1911,CHN,6.7223,0.0,0.0,0.0,0.0,0.0,6.7223
1912,CHN,4.6476948,0.0,0.0,0.0,0.0,0.0,4.6476948
1913,CHN,6.61888,0.0,0.0,0.0,0.0,0.0,6.61888
1914,CHN,7.2921442,0.0,0.0,0.0,0.0,0.0,7.2921442
1915,CHN,6.9379307,0.0,0.0,0.0,0.0,0.0,6.9379307
1916,CHN,8.2234413,0.0,0.0,0.0,0.0,0.0,8.2234413
1917,CHN,8.7400242,0.0,0.0,0.0,0.0,0.0,8.7400242
1918,CHN,9.483614,0.0,0.0,0.0,0.0,0.0,9.483614
1919,CHN,10.3704405,0.0,0.0,0.0,0.0,0.0,10.3704405
1920,CHN,10.9930289,0.0,0.0,0.0,0.0,0.0,10.9930289
1921,CHN,10.5793489,0.0,0.0,0.0,0.0,0.0,10.5793489
1922,CHN,10.9092587,0.0,0.0,0.0,0.0,0.0,10.9092587
1923,CHN,12.6958392,0.0,0.0,0.0,0.0,0.0,12.6958392
1924,CHN,13.3313551,0.0,0.0,0.0,0.0,0.0,13.3313551
1925,CHN,12.5422605,0.0,0.0,0.0,0.0,0.0,12.5422605
1926,CHN,11.913984,0.002,0.0,0.0,0.0,0.0,11.915984
1927,CHN,12.4993412,0.0029996721669762,0.0,0.0,0.0,0.0,12.502340872166975
1928,CHN,12.9750732,0.0029996778350515,0.0,0.0108574165922559,0.0,0.0,12.988930294427307
1929,CHN,13.1534727,0.003,0.0,0.0208818897637795,0.0,0.0,13.17735458976378
1930,CHN,13.4637327,0.042,0.0,0.0200466141732283,0.0,0.0,13.525779314173228
1931,CHN,14.0883895,0.051,0.0,0.0267288188976378,0.0,0.0,14.166118318897638
1932,CHN,13.6390296,0.059,0.0,0.0217171653543307,0.0,0.0,13.71974676535433
1933,CHN,14.6644389,0.0729936648442246,0.0,0.0309025148060606,0.0,0.0,14.768335079650283
1934,CHN,16.9220975,0.077,0.0,0.0267288188976378,0.0,0.0,17.02582631889764
1935,CHN,19.6663472,0.118007503020284,0.0,0.0426017637755222,0.0,0.0,19.826956466795806
1936,CHN,20.3437482,0.139,0.0,0.116938582677165,0.0,0.0,20.599686782677164
1937,CHN,19.0877123,0.162009799177353,0.0,0.119451634491733,0.0,0.0,19.369173733669083
1938,CHN,16.5177253,0.228,0.0,0.0025058267716535,0.0,0.0,16.748231126771653
1939,CHN,19.9300682,0.322,0.0,0.0609751181102362,0.0,0.0,20.313043318110235
1940,CHN,24.2147588,0.48997914893617,0.0,0.0743363641749037,0.0,0.0,24.779074313111074
1941,CHN,30.4173733,0.555,0.0,0.135314645669291,0.0,0.0,31.10768794566929
1942,CHN,33.9662306,0.684,0.0,0.178748976377953,0.0,0.0,34.828979576377954
1943,CHN,29.3128477,0.26,0.0,0.174572598425197,0.0,0.0,29.7474202984252
1944,CHN,27.8106722,0.168006290014602,0.0,0.133649098198342,0.0,0.0,28.112327588212946
1945,CHN,15.1024226,0.146989303645492,0.0,0.005011288873763,0.0,0.0,15.254423192519257
1946,CHN,9.7721558,0.059,0.0,0.0233877165354331,0.0,0.0,9.854543516535433
1947,CHN,11.3265584,0.0439952006980803,0.0,0.0476055155212928,0.0,0.0,11.418159116219371
1948,CHN,10.3968126,0.0610093716392687,0.0,0.0225559057537534,0.0,0.0,10.480377877393025
1949,CHN,16.769553,0.099,0.0,0.0749782586012496,0.0,0.0,16.943531258601247
1950,CHN,21.183,0.169,0.004,0.160180825193579,0.0,0.0,21.51618082519358
1951,CHN,27.329,0.256,0.002,0.282872521086533,0.0,0.0,27.86987252108653
1952,CHN,34.237,0.365,0.004,0.328313889935775,0.0,0.0,34.93431388993578
1953,CHN,35.5450288243491,0.520985765416246,0.0059998360700527,0.440781277837649,0.0,0.0,36.512795703673056
1954,CHN,42.4650351267836,0.911979278378624,0.0079998182313914,0.522575741766285,0.0,0.0,43.90758996515989
1955,CHN,49.999,1.479,0.009,0.511215399553975,0.0,0.0,51.99821539955398
1956,CHN,55.956,2.209,0.013,0.725925867366644,0.0,0.0,58.903925867366645
1957,CHN,66.5419510884325,2.45303506138959,0.0360005145576948,0.779319475764504,0.0,0.0,69.81030614014429
1958,CHN,138.694,3.373,0.058,1.05651182574488,0.0,0.0,143.18151182574485
1959,CHN,189.803,5.199,0.152,1.3939139894505,0.0,0.0,196.5479139894505
1960,CHN,204.251,6.275,0.544,1.7778935562266,0.0,0.0,212.8478935562266
1961,CHN,142.597,6.096,0.769,0.705477251384485,0.0,0.0,150.1674772513845
1962,CHN,112.425,5.94,0.634,0.681620532738633,0.0,0.0,119.68062053273864
1963,CHN,110.842930764903,6.35105333075819,0.534004484116654,0.91564358231223,0.0,0.0,118.64363216209009
1964,CHN,109.599919848257,7.56806351710883,0.554004649640366,1.37346537346835,0.0,0.0,119.09545338847454
1965,CHN,118.175,9.552,0.576,1.85627991749154,0.0,0.0,130.15927991749157
1966,CHN,128.2111006895,12.1579147207979,0.700995083013601,2.28910895578058,0.0,0.0,143.35911944909208
1967,CHN,104.694,11.599,0.764,1.6608820314398,0.0,0.0,118.7178820314398
1968,CHN,112.642,13.278,0.733,1.43367518719359,0.0,0.0,128.0866751871936
1969,CHN,136.784,18.245,1.026,2.0778065906316,0.0,0.0,158.13280659063162
1970,CHN,181.732,25.831,1.502,2.92528811966997,0.0,0.0,211.99028811967
1971,CHN,200.989159252241,32.7758628969175,1.95799180962181,3.58188896747463,0.215999096464919,0.0,239.52090202271984
1972,CHN,210.349828008754,37.7531486092851,2.53300997079223,4.01669318324185,0.279001098243598,0.0,254.9316808703168
1973,CHN,213.903190141032,43.3458358883105,3.1299881495504,4.21831581183364,0.344998693800284,0.0,264.94232868452684
1974,CHN,211.818,49.829,3.941,4.18673946908075,0.446,0.0,270.22073946908074
1975,CHN,247.445,55.729,4.632,5.21349402356673,0.52,0.0,313.5394940235667
1976,CHN,248.468761695136,65.2251999515641,5.28601620458364,5.25464237460927,0.520001594094493,0.0,324.7546218199875
1977,CHN,272.546,70.274,6.342,6.25163138981904,0.595,0.0,356.0086313898191
1978,CHN,304.98,76.963,7.174,7.31716644588288,0.747,0.0,397.18116644588287
1979,CHN,313.195231709321,75.9898135914614,7.58098140330134,8.27509674795676,0.835997949236238,0.0,405.8771214012767
1980,CHN,306.404,74.564,7.456,8.92804716934559,0.822,0.0,398.1740471693456
1981,CHN,307.042775697464,69.9711767716705,6.65601681542694,9.25292612011391,0.734001854345459,0.0,393.6568972590208
1982,CHN,340.845,70.363,6.25,10.6085925035079,0.689,0.0,428.755592503508
1983,CHN,360.765,71.99,6.397,12.0432537589408,0.729,0.0,451.9242537589408
1984,CHN,396.888,74.086,6.612,13.6642444255293,0.877,0.0,492.1272444255293
1985,CHN,432.454,77.673,6.774,16.1847805854798,0.0,0.0,533.0857805854797
1986,CHN,452.34480172701,82.7151466026954,7.19201274698163,18.3848213630498,0.0,0.0,560.6367824397369
1987,CHN,483.152,87.752,7.26,20.5864361221182,0.0,0.0,598.7504361221182
1988,CHN,516.566,93.649,7.454,23.1879467292489,0.0,0.0,640.8569467292489
1989,CHN,524.082797915392,96.7361472806609,7.8660119759932,23.1675994267761,0.0,0.0,651.8525565988222
1990,CHN,539.488,90.145,7.997,23.0658024017467,0.0,1.147,661.8428024017468
1991,CHN,559.476,97.169,8.4,27.6487643108624,0.0,1.618,694.3117643108624
1992,CHN,577.160200850435,105.292854209042,8.25298857271825,33.4184338395197,0.0,2.631,726.7554774717149
1993,CHN,608.282,116.962,9.751,38.9666466894105,0.0,2.25,776.2116466894105
1994,CHN,649.723207433286,115.641858933948,11.3449861607862,44.8626551105349,1.01982744759825,2.426,825.0185350861534
1995,CHN,701.352,127.792,11.582,50.3921670305677,1.01756180131004,0.895,893.0307288318778
1996,CHN,726.092,139.362,12.137,52.6345978951965,1.52413847379913,0.831,932.5807363689956
1997,CHN,712.215,152.282,12.052,55.3694733569869,1.48060667358079,0.794,934.1930800305678
1998,CHN,667.241,152.637,13.783,57.6879684798035,1.12777320960699,1.941,894.4177416894105
1999,CHN,704.419251227988,162.868826876368,14.8939841682372,62.31495375,1.20975275436681,3.416,949.12276877696
2000,CHN,710.081,177.043,16.32,66.6998362445415,1.29276958296943,3.571,975.007605827511
2001,CHN,719.884,179.94,18.329,73.9159863360262,1.30532617685589,3.681,997.0553125128822
2002,CHN,823.863,178.244,14.736,77.1529052947598,1.22426107969432,4.528,1099.7481663744545
2003,CHN,983.0,198.444,16.579,96.5281793122271,1.41364044759825,4.578,1300.5428197598253
2004,CHN,1046.749,229.01,19.52,100.544861080786,1.41703209279476,6.109,1403.3498931735803
2005,CHN,1207.53,232.034,23.187,112.349556768559,1.52497785480349,7.102,1583.7275346233623
2006,CHN,1338.803,245.233,28.317,128.298751091703,1.51043540829694,8.267,1750.4291865
2007,CHN,1443.751,253.098,35.348,140.551540393013,1.35501343777293,9.154,1883.2575538307856
2008,CHN,1563.721,264.77,40.85,143.538341430131,1.27336145633188,8.941,2023.0937028864628
2009,CHN,1645.333,268.108,44.87,159.268631004367,1.24359413973799,9.65,2128.473225144105
2010,CHN,1792.793,298.191,54.472,174.561111080786,1.08463039082969,11.687,2332.788741471616
2011,CHN,1995.029,306.73,67.137,193.385450327511,1.05167028386322,12.636,2575.9691206113744
2012,CHN,2037.338,321.155,75.764,195.082329421397,1.01871017689675,12.701,2643.0590395982936
2013,CHN,2045.15676653385,336.960126294153,87.3710327470515,204.236661572052,0.991395873437349,12.057,2686.772983020544
2014,CHN,2026.492,342.687,101.043,212.50739199884,1.07269625443365,12.066,2695.868088253273
2015,CHN,1983.34575012396,362.665137164087,103.72603923037,197.051027345317,1.06475958896094,14.356,2662.208713452695
2016,CHN,1929.96826172104,370.588858237069,115.099955970325,202.795878099469,0.843442356090791,15.412,2634.7083963839937
2017,CHN,1955.054,390.444,132.74,206.928266511147,0.810388120680867,16.631,2702.607654631828
2018,CHN,1996.834,409.518,157.033,214.72287392121,0.930228461685213,17.922,2796.960102382895
2019,CHN,2053.267,425.69,171.99,225.675777179291,1.04783028541164,18.033,2895.7036074647026
2020,CHN,2095.946,415.68,184.627,234.233791738601,1.41093794738846,13.57,2945.467729685989
2021,CHN,2177.79362421365,431.022152889845,208.54320379538,232.525642817645,1.31343334026201,13.7240309379517,3064.9220879947343
2022,CHN,2251.83860743691,399.947943314991,206.105883663366,208.341857921994,1.27684399932314,15.8601187901651,3083.371255126749
1858,IND,0.107665921055555,0.0,0.0,0.0,0.0,0.0,0.107665921055555
1859,IND,0.173713082711483,0.0,0.0,0.0,0.0,0.0,0.173713082711483
1860,IND,0.175522593989728,0.0,0.0,0.0,0.0,0.0,0.175522593989728
1861,IND,0.135713345868346,0.0,0.0,0.0,0.0,0.0,0.135713345868346
1862,IND,0.150189436094303,0.0,0.0,0.0,0.0,0.0,0.150189436094303
1863,IND,0.166475037598505,0.0,0.0,0.0,0.0,0.0,0.166475037598505
1864,IND,0.157427481207282,0.0,0.0,0.0,0.0,0.0,0.157427481207282
1865,IND,0.154713214289915,0.0,0.0,0.0,0.0,0.0,0.154713214289915
1866,IND,0.174617838350606,0.0,0.0,0.0,0.0,0.0,0.174617838350606
1878,IND,0.482234755652191,0.0,0.0,0.0,0.0,0.0,0.482234755652191
1879,IND,0.439711240613442,0.02,0.0,0.0,0.0,0.0,0.459711240613442
1880,IND,0.484949022569558,0.03,0.0,0.0,0.0,0.0,0.514949022569558
1881,IND,0.474952375870871,0.027049001814882,0.0,0.0,0.0,0.0,0.502001377685753
1882,IND,0.537424849638652,0.062,0.0,0.0,0.0,0.0,0.5994248496386521
1883,IND,0.625186146633516,0.041,0.0,0.0,0.0,0.0,0.666186146633516
1884,IND,0.664090639115775,0.081,0.0,0.0,0.0,0.0,0.745090639115775
1885,IND,0.61523383460317,0.056,0.0,0.0,0.0,0.0,0.6712338346031701
1886,IND,0.659566860920164,0.097,0.0,0.0,0.0,0.0,0.756566860920164
1887,IND,0.742897225822121,0.0938973799126638,0.0,0.0,0.0,0.0,0.8367946057347848
1888,IND,0.81167167448844,0.118882989183874,0.0,0.0,0.0,0.0,0.930554663672314
1889,IND,0.924660263183,0.173,0.0,0.0,0.0,0.0,1.097660263183
1890,IND,1.03051667296031,0.179,0.0,0.0,0.0,0.0,1.20951667296031
1891,IND,1.10651614664658,0.196,0.0,0.0,0.0,0.0,1.30251614664658
1892,IND,1.20526616485584,0.226854487179487,0.0,0.0,0.0,0.0,1.4321206520353271
1893,IND,1.2170594330782,0.295819732034105,0.0,0.0,0.0,0.0,1.512879165112305
1894,IND,1.33994310154014,0.193,0.0,0.0,0.0,0.0,1.53294310154014
1895,IND,1.68183799847088,0.238113549618321,0.0,0.0,0.0,0.0,1.919951548089201
1896,IND,1.82931736851216,0.247108906525573,0.0,0.0,0.0,0.0,2.076426275037733
1897,IND,1.93255804516525,0.32,0.0,0.0,0.0,0.0,2.25255804516525
1898,IND,2.18960869496672,0.300889419544453,0.0,0.0,0.0,0.0,2.490498114511173
1899,IND,2.4211260902913,0.323,0.0,0.0,0.0,0.0,2.7441260902913
1900,IND,2.9078846241391,0.348,0.0,0.0,0.0,0.0,3.2558846241391
1901,IND,3.15307340234125,0.444,0.0,0.0,0.0,0.0,3.59707340234125
1902,IND,3.52773283775638,0.43389986155976,0.0,0.0,0.0,0.0,3.96163269931614
1903,IND,3.53488028205086,0.505,0.0,0.0,0.0,0.0,4.03988028205086
1904,IND,3.90492533845189,0.615,0.0,0.0,0.0,0.0,4.51992533845189
1905,IND,4.00082943619885,0.62,0.0,0.0,0.0,0.0,4.62082943619885
1906,IND,4.64953922944955,0.686,0.0,0.0,0.0,0.0,5.33553922944955
1907,IND,5.29824902270024,0.644,0.0,0.0,0.0,0.0,5.94224902270024
1908,IND,6.06910082723245,0.729,0.0,0.0,0.0,0.0,6.79810082723245
1909,IND,5.6411514099276,0.948,0.0,0.0,0.0,0.0,6.5891514099276005
1910,IND,5.72529368436597,0.685,0.0,0.0,0.0,0.0,6.4102936843659695
1911,IND,6.04376766933703,0.72,0.0,0.0,0.0,0.0,6.76376766933703
1912,IND,6.98923731221984,0.795,0.0,0.0,0.0,0.0,7.78423731221984
1913,IND,7.70308951148734,0.885,0.0,0.0,0.0,0.0,8.58808951148734
1914,IND,7.82515264075936,0.826087185982689,0.0,0.0,0.0,0.0,8.65123982674205
1915,IND,8.12922941751395,0.916,0.0,0.0,0.0,0.0,9.04522941751395
1916,IND,8.19988602539844,0.947905313623652,0.0,0.0,0.0,0.0,9.147791339022092
1917,IND,8.65579719948313,0.902,0.0,0.0,0.0,0.0,9.55779719948313
1918,IND,9.84916988748546,0.893,0.0,0.0,0.0,0.0,10.74216988748546
1919,IND,10.753994111334,0.974924195303996,0.0,0.0,0.0,0.0,11.728918306637995
1920,IND,8.53636945511899,0.98,0.0,0.0,0.0,0.0,9.51636945511899
1921,IND,9.17422218070022,1.062,0.0,0.0,0.0,0.0,10.23622218070022
1922,IND,9.03497492036662,1.03690593251089,0.0,0.0,0.0,0.0,10.071880852877513
1923,IND,9.34250672957697,1.021,0.0,0.0,0.0,0.0,10.363506729576969
1924,IND,10.0653302882308,1.02308421832551,0.0,0.0,0.0,0.0,11.08841450655631
1925,IND,9.93429284850255,1.00591607574873,0.0,0.0,0.0,0.0,10.94020892425128
1926,IND,9.9803594551582,0.921,0.0,0.0,0.0,0.0,10.9013594551582
1927,IND,10.4951654138188,0.936,0.0,0.0,0.0,0.0,11.4311654138188
1928,IND,10.7141162784864,0.144,0.0,0.0788263699552893,0.0,0.0,10.93694264844169
1929,IND,11.1303038724827,0.173,0.0,0.0798500890456178,0.0,0.0,11.383153961528318
1930,IND,11.3130645115854,0.179,0.0,0.0798500890456178,0.0,0.0,11.571914600631018
1931,IND,10.3205475754682,0.201,0.0,0.0818975272262746,0.0,0.0,10.603445102694476
1932,IND,9.57774319574877,0.2,0.0,0.0829212463166031,0.0,0.0,9.860664442065373
1933,IND,9.40493486867641,0.188,0.0,0.0870161226779168,0.0,0.0,9.679950991354326
1934,IND,10.4834035905102,0.221,0.0,0.106466785394157,0.0,0.0,10.810870375904358
1935,IND,10.9394004326278,0.234,0.0,0.12387000992974,0.0,0.0,11.29727044255754
1936,IND,10.7466874814948,0.221,0.0,0.136154639013682,0.0,0.0,11.103842120508482
1937,IND,11.8993461657366,0.242,0.0,0.158676459000907,0.0,0.0,12.300022624737506
1938,IND,13.4709067108921,0.279,0.0,0.0,0.0,0.0,13.7499067108921
1939,IND,13.198559419476,0.260017511955277,0.0,0.0,0.0,0.0,13.458576931431278
1940,IND,13.9676175567702,0.309,0.0,0.0,0.0,0.0,14.2766175567702
1941,IND,14.0038077823351,0.324,0.0,0.295854817104917,0.0,0.0,14.623662599440015
1942,IND,13.98842693647,0.312,0.0,0.309163165279187,0.0,0.0,14.609590101749188
1943,IND,12.1254964267657,0.306021858704193,0.0,0.298947327756456,0.0,0.0,12.73046561322635
1944,IND,12.4177336726159,0.311021722427883,0.0,0.28870894752818,0.0,0.0,13.017464342571964
1945,IND,13.862665902632,0.265,0.0,0.303020850737216,0.0,0.0,14.430686753369216
1946,IND,13.7341906018767,0.245,0.0,0.27435671620802,0.0,0.0,14.25354731808472
1947,IND,14.1014983099934,0.208013005689989,0.0,0.20475662015523,0.0,0.0,14.514267935838618
1948,IND,14.0906643236908,0.21,0.0,0.220099604420613,0.0,0.0,14.520763928111414
1949,IND,14.8262306582973,0.212,0.0,0.296878536195246,0.0,0.0,15.335109194492546
1950,IND,14.3449006582842,1.962,0.0,0.369562591608564,0.0,0.156,16.83246324989276
1951,IND,14.8778017297273,2.143,0.0,0.452483837925167,0.0,0.212,17.685285567652468
1952,IND,15.8378626151939,2.06389710354454,0.0,0.500573678859962,0.0,0.27,18.6723333975984
1953,IND,16.1209359778813,2.096,0.0,0.534381365151442,0.0,0.248,18.999317343032743
1954,IND,16.5371235718776,2.604,0.0,0.622421206919687,0.0,0.327,20.090544778797288
