Year,Country,Fuels_Coal,Fuels_Oil,Fuels_Gas,Fuels_Cement,Fuels_Flaring,Fuels_Bunkers,Fuels_Total
1889,World,314.94899931933,7.75752775633495,3.337,0.0001588183514502,0.0,0.0,326.0436858940164
1890,World,342.250688239038,9.46153514368393,3.18997090690209,0.0001815066873716,0.0,0.0,354.90237579631145
1891,World,358.066703534921,11.147818398797,2.442,0.0001865614671083,0.0,0.0,371.65670849518506
1892,World,361.462511301196,10.9776480250583,2.122,0.0001987185354567,0.0,0.0,374.5623580447897
1893,World,356.338497636731,11.6170098810203,1.989,0.0001815626594964,0.0,0.0,369.9446890804108
1894,World,369.70422775342,11.3876445323274,1.82801575780563,0.0001897254236175,0.0,0.0,382.9200777689767
1895,World,390.78402806029,13.252406667132,1.92198532723622,0.0001981009589529,0.0,0.0,405.9586181556171
1896,World,403.091253570553,14.3533030384015,1.86898575956601,0.0002158448712037,0.0,0.0,419.3137582133917
1897,World,422.049433340452,15.16208600749,1.98898543305357,0.0002493326281404,0.0,0.0,439.20075411362376
1898,World,445.280352455836,15.6108126057787,2.309,0.0002747831555186,0.0,0.0,463.20043984477024
1899,World,486.554635386654,16.3940177737616,2.976,0.0003521330698105,0.0,0.0,505.9250052934854
1900,World,511.277091470116,18.3807931540237,3.15,0.0003806282658234,0.0,0.0,532.8082652524055
1901,World,526.50129257248,20.4097808298611,3.51,0.0004547544987587,0.0,0.0,550.4215281568398
1902,World,538.522319639955,22.063313059361,3.738,0.0005889769419972,0.0,0.0,564.324221676258
1903,World,587.872635648176,23.363674760564,3.965,0.0006955369519487,0.0,0.0,615.202005945692
1904,World,591.325308957841,26.2362856841528,4.13898300166899,0.0007501659975621,0.0,0.0,621.7013278096604
1905,World,630.754067359519,26.4961814511669,4.686,0.0009585714754469,0.0,0.0,661.9372073821613
1906,World,659.283373945684,26.7358502156935,5.193,0.001227428174329,0.0,0.0,691.2134515895518
1907,World,749.692141575855,32.6174710664933,5.42498346971378,0.0012635256617087,0.0,0.0,787.7358596377237
1908,World,716.685298062202,35.1749918183335,5.37,0.0314969968574603,0.0,0.0,757.261786877393
1909,World,745.099731260761,36.6985935218755,6.41999942987457,0.0315613087314052,0.0,0.0,788.2498855212425
1910,World,781.250804125059,39.3529114604793,6.8,0.0369546787456433,0.0,0.0,827.4406702642838
1911,World,791.057435811076,41.7379867178229,7.01901021400778,0.0404135786740636,0.0,0.0,839.8548463215807
1912,World,831.827388197805,42.9336169197921,7.728,0.0482261072177282,0.0,0.0,882.5372312248148
1913,World,898.448317924695,49.7107137370363,8.078,0.0553289514994175,0.0,0.0,956.2923606132306
1914,World,808.312062283503,50.8032848296358,8.22501719470442,0.0400199049057627,0.0,0.0,867.3803842127489
1915,World,792.233535805101,53.9475385845829,8.69698413978875,0.0437506113024652,0.0,0.0,854.9218091407752
1916,World,854.062300031918,58.7614784231881,10.4740201100873,0.0494857342087528,0.0,0.0,923.347284299402
1917,World,889.139333958407,65.3572323347923,11.0559836310269,0.0404624236477035,0.0,0.0,965.593012347874
1918,World,875.938245370804,66.8833464983829,9.96700057926241,0.0326381503007731,0.0,0.0,952.82123059875
1919,World,741.07726399193,74.6250478124346,10.3569963201472,0.0340461306385353,0.0,0.0,826.0933542551503
1920,World,853.142213769057,95.8877813173822,11.3770178922607,0.0406383534540975,0.0,0.0,960.447651332154
1921,World,728.269220331567,105.051650021003,9.5503258543709,0.035365712349628,0.0,0.0,842.9065619192905
1922,World,756.180982878282,116.524667737643,10.9462479306945,0.0526116236110376,0.0,0.0,883.7045101702305
1923,World,858.733277935797,129.472259417088,14.3357386304398,0.0567566280232563,0.0,0.0,1002.598032611348
1924,World,860.428856904356,128.812631514028,16.2962356345215,0.0589609728479745,0.0,0.0,1005.5966850257536
1925,World,860.094370594858,134.884154425527,17.4462617723698,3.93795417025628,0.0,0.0,1016.362740963011
1926,World,841.072892639522,134.401117631785,18.8717572697794,4.02302516870735,0.0,0.0,998.368792709794
1927,World,917.427070467015,147.454957134432,20.7474965326222,4.21616164306298,0.0,0.0,1089.8456857771323
1928,World,902.08612797178,150.757945533394,22.5506226290652,9.71152203632683,0.0,0.0,1085.106218170566
1929,World,961.286414136677,165.42703933251,28.0830743637568,10.0635215518067,0.0,0.0,1164.8600493847505
1930,World,877.181358168716,158.991813485191,28.4457130876904,9.7055308093393,0.0,0.0,1074.3244155509367
1931,World,772.501296322101,153.886846142502,25.3518109057159,8.43184854508145,0.0,0.0,960.1718019154004
1932,World,687.718532146646,147.226816654442,24.0781064804671,6.73964907831528,0.0,0.0,865.7631043598705
1933,World,719.280512615959,160.96401483724,24.8151925636207,6.50628743429025,0.0,0.0,911.56600745111
1934,World,785.478564976053,170.349758551376,27.827165941106,7.78229890589621,0.0,0.0,991.4377883744312
1935,World,817.841287267129,183.625867276734,30.3997243737086,8.74936065737216,0.0,0.0,1040.6162395749436
1936,World,896.503896619682,200.313035090527,34.2648596678959,10.5721052264802,0.0,0.0,1141.6538966045853
1937,World,945.239387027301,225.645629200623,38.3712507686867,11.1364381474939,0.0,0.0,1220.3927051441044
1938,World,880.910414192187,219.162801623172,36.9844901691839,10.5133809137817,0.0,0.0,1147.5710868983244
1939,World,937.480346235336,228.289604889513,38.5770113218088,9.73236629228354,0.0,0.0,1214.0793287389415
1940,World,1035.41809186719,240.001021309889,41.9082514729335,8.57822366277621,0.0,0.0,1325.9055883127887
1941,World,1060.05184614592,241.810594775774,41.8840664646053,11.8157719278809,0.0,0.0,1355.5622793141802
1942,World,1067.05801597664,229.646827422165,45.3190346070516,10.4738888700021,0.0,0.0,1352.4977668758588
1943,World,1071.30342513489,244.116302538019,49.9180935267717,9.48932267062457,0.0,0.0,1374.827143870305
1944,World,1055.68700570189,279.825071234784,53.9303564584794,6.18557465457798,0.0,0.0,1395.6280080497313
1945,World,818.241217603482,277.129685980542,59.1568747266235,6.27337751869221,0.0,0.0,1160.80115582934
1946,World,882.655526756685,313.295550138113,61.1058475133256,9.90887917960125,0.0,0.0,1266.9658035877248
1947,World,988.31405829637,335.412991261117,67.6739681453786,11.7742333509641,0.0,0.0,1403.17525105383
1948,World,1020.49293051996,368.231185359531,76.4714450403379,14.0925377119586,0.0,0.0,1479.2880986317875
1949,World,967.739806189983,347.247215292438,82.0206064225189,15.8812319374147,0.0,0.0,1412.8888598423546
1950,World,1052.22072939348,429.926037434338,96.4094127140553,18.2586276071842,20.094,35.042,1651.9508071490577
1951,World,1107.82990731942,476.226211460831,113.61399949313,20.6784860966685,21.8000163454337,41.806,1781.954620715483
1952,World,1093.91257741515,502.375274556329,122.045240588095,22.037733573673,23.2979814630477,42.619,1806.287807596295
1953,World,1103.36416011031,533.889619363821,129.53465748198,24.4393182152415,22.2019733116841,44.242,1857.6717284830363
1954,World,1102.2008874005,564.717413214983,136.85635962836,26.5102831527582,21.1823174983563,44.403,1895.8702608949573
1955,World,1193.13304299949,631.454558106357,149.381001896721,29.3219622153531,26.4290117487988,51.062,2080.78157696672
1956,World,1254.36490547951,685.299726449987,160.301924157429,31.7924672193152,29.5234085463292,54.919,2216.2014318525707
1957,World,1277.47232758279,715.741512896616,176.533700205624,33.4201865874841,29.0353480035656,61.049,2293.25207527608
1958,World,1297.3041728977,744.230951823409,192.686870246019,35.3968437540195,25.959292431887,56.743,2352.3211311530345
1959,World,1350.17081378677,792.574569182719,206.991340027113,39.6410463417661,25.0255273386909,58.234,2472.6372966770587
1960,World,1406.099255838,853.085513590486,227.818529722603,42.9568302175531,24.3286606197294,64.9835472023484,2619.27233719072
1961,World,1348.07111199046,904.274449066763,240.776754379702,44.7994552430675,23.5312489774176,71.8391763674155,2633.292196024825
1962,World,1344.03002242698,972.049247655953,264.155815546738,48.1350382062524,23.4527278082998,74.4821158339787,2726.304967478201
1963,World,1393.09238320332,1038.89374803815,285.755482096793,50.7599277602816,24.7014703991337,77.9719324606757,2871.174943958354
1964,World,1421.8356884476,1120.91431124353,314.697246451999,56.2661046662338,30.7838065585684,85.4191210255089,3029.9162783934403
1965,World,1442.60647731569,1204.09716222249,335.897838172779,59.0782429144105,35.6012040316154,88.234660579806,3165.515585236791
1966,World,1459.23576882919,1299.45424034359,365.730240560307,63.6041751112225,39.4558095989839,95.4746813659886,3322.954915809282
1967,World,1435.36101973013,1385.40762135485,391.13778444232,65.4805625876295,52.0695770393856,102.148202004982,3431.6047671592974
1968,World,1451.27326355613,1509.09083758726,425.693238170476,69.7129476499885,55.6223411558745,108.043405201557,3619.4360333212862
1969,World,1505.49165611787,1631.94592598228,466.343068442142,73.9204295745746,66.6033928721885,113.101743220593,3857.406216209648
1970,World,1554.7413915242,1855.93426122322,488.77108800885,78.7360081085208,75.8037434443398,119.229645104851,4173.216137413981
1971,World,1555.20692790495,1965.47799968493,527.701191873428,82.8030767402662,87.7311904566724,125.903807389884,4344.82419405013
1972,World,1552.90877725821,2119.21815940976,560.110741746672,87.7610951998117,94.6757327229708,134.257862103619,4548.932368441043
1973,World,1599.76595445287,2244.41746357084,601.556568384331,92.9363353724096,109.760772511034,143.654649307331,4792.091743598815
1974,World,1599.35094618917,2212.17081584446,616.597261373744,93.0668671889165,106.814777835338,133.433554440974,4761.434222872602
1975,World,1647.01998073208,2193.38508389848,615.670664164253,92.5331704949056,91.8960684293736,122.125330779592,4762.630298498684
1976,World,1708.52489178905,2330.39721967358,651.515959265895,96.6289116206179,107.918896259823,119.741766567743,5014.727645176708
1977,World,1750.11411168167,2412.35986649636,666.328459339342,101.189687987688,104.11260488652,122.520656862433,5156.625387254012
1978,World,1779.87778846025,2498.90607375078,696.14564220292,107.686877582558,106.488209101038,124.356167497665,5313.460758595212
1979,World,1863.62567847259,2530.8212400252,734.000947052724,109.103648418478,98.2941015378177,124.803967066362,5460.649582573171
1980,World,1912.79354283164,2442.2260448395,752.860233181758,109.857348168901,86.3671538642561,121.795890671613,5425.900213557668
1981,World,1907.47331776043,2332.63739631025,762.750572581577,109.885375794471,64.7307199285373,112.433110908775,5289.91049328404
1982,World,1940.82923237501,2276.51967025523,745.541061799038,109.374968577181,64.2961664187276,101.779282111343,5238.340381536529
1983,World,1991.70381841369,2253.43536948131,753.54372625225,111.793371563042,58.0915959383003,97.7208981277398,5266.288779776332
1984,World,2088.05941889695,2271.76922056055,821.771901015245,113.907112591068,50.9695483757899,98.0750993414916,5444.552300781093
1985,World,2238.52021116774,2271.30710854087,852.060462573123,115.29829404204,49.5219521015534,100.169978332383,5626.878006757709
1986,World,2270.91511572574,2339.33737381242,831.37271299086,120.108934012341,46.3072959625092,107.332203852518,5715.3736363563885
1987,World,2346.7427810729,2358.91849119801,902.816548424146,125.246973717227,44.4894338901049,143.840778423363,5922.055006725752
1988,World,2427.11088630561,2445.49795843901,946.030104092586,131.882273770643,50.6310487181249,148.746620874655,6149.898892200628
1989,World,2426.77170460062,2488.1091956939,993.547511825541,134.578389214221,41.1253771728334,154.113536355218,6238.2457148623325
1990,World,2374.94466760994,2523.22711119666,1045.39977926033,134.723586703927,70.6338914837572,149.795873421708,6298.724909676322
1991,World,2351.1432921929,2649.69393140733,1066.955806743,138.5030879742,74.7848338636521,148.386810402862,6429.467762583945
1992,World,2295.16908313926,2513.98916111657,1080.71294338721,144.256393208016,66.0435990481648,151.351047070837,6251.522226970058
1993,World,2322.94235725578,2515.94260856192,1110.02989113404,150.45902962212,63.8925032972789,152.319740626797,6315.586130497937
1994,World,2336.00351254429,2525.68113013753,1119.52338914838,160.596538545048,85.9226827656135,159.736998775985,6387.464251916847
1995,World,2402.61194597844,2548.84274936111,1149.02886384983,169.838501945194,89.1045343367282,168.758644745218,6528.185240216519
1996,World,2462.98249517955,2625.96525826475,1199.93718561522,173.338057078091,95.6778635578106,182.763412839819,6740.664272535239
1997,World,2450.25572811761,2665.72493453634,1204.55215365409,180.361650961412,96.3269968693802,192.206413521036,6789.4278776598685
1998,World,2384.2610239662,2700.2773835331,1224.23874292474,179.680465408833,91.8879726532143,203.921499886557,6784.267088372644
1999,World,2418.87436447273,2766.24584239032,1254.18069719875,188.458440210357,90.1008081403618,211.282152924635,6929.142305337154
2000,World,2512.88101938197,2805.15004262044,1291.22062486068,196.896639424312,94.7701036016671,214.133757215244,7115.052187104313
2001,World,2527.1041859909,2826.48205503956,1298.105558799,205.771131529154,91.6605712570368,212.627539813714,7161.751042429365
2002,World,2643.03011099002,2821.15532696782,1338.59211017754,213.397210809539,88.6271536613796,217.904205702995,7322.706118309293
2003,World,2871.948535364,2897.76960577918,1387.21348389023,234.718590742975,94.0516355943125,226.778163150395,7712.480014521092
2004,World,2968.49695206077,3005.0587261174,1435.66523303258,245.244483896716,93.5182090156709,246.56134514914,7994.544949272277
2005,World,3153.31348174104,3031.98799254533,1466.96553132365,263.084150485254,94.9735742663272,256.420367605274,8266.745097966876
2006,World,3329.48203695773,3059.80077690548,1512.98963182405,286.935251399447,94.854960928162,270.698459148936,8554.761117163805
2007,World,3490.33294694924,3070.08983330953,1563.93378311375,308.177439996845,93.6965686193939,286.315911797749,8812.546483786507
2008,World,3603.65993108767,3058.30666546017,1608.72527504678,312.055299955122,91.3644656073644,289.056660364082,8963.168297521188
2009,World,3557.07278231945,2991.73319934339,1568.93092079923,320.802012022779,90.1820999956387,277.016470829154,8805.73748530964
2010,World,3804.7949529699,3092.24194016074,1690.25844926591,342.487349532971,93.1877292805689,294.691379299615,9317.661800509704
2011,World,4020.54412794385,3097.29074549684,1739.34464101884,368.225237809727,98.118859552951,302.479061970278,9626.002673792487
2012,World,4065.65009676006,3138.15971367299,1774.70116415802,377.774353482804,102.97896298602,299.305773219534,9758.570064279427
2013,World,4090.90709753712,3161.5886632115,1783.93781028097,393.805273329898,105.220325791634,303.679959392696,9839.139129543815
2014,World,4095.54735469452,3171.81911042789,1814.03854902095,409.253849261228,105.631550442769,305.789817785,9902.080231632355
2015,World,4001.66715543203,3243.82660368807,1851.35229224717,394.226540853343,104.878608232719,316.617825179359,9912.569025632689
2016,World,3909.79380748378,3277.00922369837,1902.28121080484,404.715237599444,102.140757729239,320.327221580295,9916.267458895967
2017,World,3954.60704137996,3335.04889377998,1943.59356870237,410.625015826635,105.754054658208,334.645954584541,10084.274528931694
2018,World,4018.8986734121,3348.09979579705,2046.40314998158,427.34786145056,111.160988361565,344.274353805644,10296.184822808498
2019,World,4007.72732899367,3378.26129159198,2080.08380753275,440.986929023251,118.839383550507,345.030166414951,10370.928907107109
2020,World,3882.61877016353,2985.53288934768,2062.02583037698,445.70050716688,108.766185105432,245.038764260399,9729.682946420902
2021,World,4089.11489166092,3153.92656680274,2162.14831093691,461.900586667659,110.106159146853,247.820160774294,10225.016675989378
2022,World,4153.74001639108,3253.39314629241,2114.78618796172,438.175248018688,108.474835232623,286.392329356314,10354.961763252835
1850,EU27,14.7898400766559,0.0,0.0,0.0,0.0,0.0,14.7898400766559
1851,EU27,15.638,0.0,0.0,0.0,0.0,0.0,15.638
1852,EU27,17.545,0.0,0.0,0.0,0.0,0.0,17.545
1853,EU27,19.427,0.0,0.0,0.0,0.0,0.0,19.427
1854,EU27,22.467,0.0,0.0,0.0,0.0,0.0,22.467
1855,EU27,24.7775473292146,0.01,0.0,0.0,0.0,0.0,24.7875473292146
1856,EU27,26.298,0.011,0.0,0.0,0.0,0.0,26.309
1857,EU27,27.404,0.012,0.0,0.0,0.0,0.0,27.416
1858,EU27,28.8795771005993,0.014,0.0,0.0,0.0,0.0,28.8935771005993
1859,EU27,28.369795255689,0.0139986388859805,0.0,0.0,0.0,0.0,28.38379389457498
1860,EU27,30.7316146637732,0.0143986969152209,0.0,0.0,0.0,0.0,30.746013360688423
1861,EU27,33.7869606055095,0.0154077175271513,0.0,0.0,0.0,0.0,33.80236832303665
1862,EU27,36.5763395503751,0.0164054899813222,0.0,0.0,0.0,0.0,36.59274504035643
1863,EU27,38.0493760546561,0.0206399781699488,0.0,0.0,0.0,0.0,38.07001603282605
1864,EU27,41.1518843327212,0.0318633797729356,0.0,0.0,0.0,0.0,41.18374771249414
1865,EU27,44.6654922423542,0.0459573784232942,0.0,0.0,0.0,0.0,44.71144962077749
1866,EU27,45.8671407327654,0.074237900951816,0.0,0.0,0.0,0.0,45.941378633717214
1867,EU27,49.1516348648622,0.108751785268058,0.0,0.0,0.0,0.0,49.26038665013026
1868,EU27,51.5365868279167,0.142870431403753,0.0,0.0,0.0,0.0,51.67945725932045
1869,EU27,53.6994708803591,0.16192378618421,0.0,0.0,0.0,0.0,53.86139466654331
1870,EU27,53.8816819431889,0.19196196085241,0.0,0.0,0.0,0.0,54.07364390404131
1871,EU27,57.5160888312691,0.229581794149109,0.0,0.0,0.0,0.0,57.74567062541821
1872,EU27,63.9238264826793,0.238873914123523,0.0,0.0,0.0,0.0,64.16270039680282
1873,EU27,68.3956390348781,0.299622429697941,0.0,0.0,0.0,0.0,68.69526146457605
1874,EU27,59.7839522426672,0.320276400516346,0.0,0.0,0.0,0.0,60.104228643183546
1875,EU27,69.1908475258492,0.382210127569364,0.0,0.0,0.0,0.0,69.57305765341856
1876,EU27,72.2554255182872,0.437206185722823,0.0,0.0,0.0,0.0,72.69263170401003
1877,EU27,70.4452991269485,0.483660440162834,0.0,0.0,0.0,0.0,70.92895956711133
1878,EU27,72.7928727156985,0.490329988895193,0.0,0.0,0.0,0.0,73.28320270459369
1879,EU27,77.0610207305633,0.52043121152845,0.0,0.0,0.0,0.0,77.58145194209175
1880,EU27,89.2194554102257,0.534307606400877,0.0,0.0,0.0,0.0,89.75376301662658
1881,EU27,89.4197618382244,0.68252942478289,0.0,0.0,0.0,0.0,90.10229126300727
1882,EU27,94.5074878281479,0.731629772956755,0.0,0.0,0.0,0.0,95.23911760110464
1883,EU27,100.936506235316,0.769518623756934,0.0,0.0,0.0,0.0,101.70602485907294
1884,EU27,101.786054412475,0.927975790873592,0.0,0.0,0.0,0.0,102.7140302033486
1885,EU27,102.941961047225,1.03929932636073,0.0,0.0,0.0,0.0,103.98126037358574
1886,EU27,103.502771690669,0.965840579683812,0.0,0.0,0.0,0.0,104.4686122703528
1887,EU27,108.392315495582,1.04094143455238,0.0,0.0,0.0,0.0,109.43325693013438
1888,EU27,116.603734890606,1.12929685126989,0.0,0.0,0.0,0.0,117.73303174187588
1889,EU27,122.838455401297,1.22269237610896,0.0,0.0,0.0,0.0,124.06114777740596
1890,EU27,130.162456502665,1.29124132281476,0.0,0.0,0.0,0.0,131.45369782547976
1891,EU27,135.427368376461,1.39878003578184,0.0,0.0,0.0,0.0,136.82614841224284
1892,EU27,133.210263503984,1.51169651158617,0.0,0.0,0.0,0.0,134.72196001557018
1893,EU27,135.420906851003,1.56637764651205,0.0,0.0,0.0,0.0,136.98728449751505
1894,EU27,142.30081177456,1.58829465756078,0.0,0.0,0.0,0.0,143.88910643212077
1895,EU27,146.551979028934,1.73072474727692,0.0,0.0,0.0,0.0,148.28270377621092
1896,EU27,155.177946578445,1.83507038747075,0.0,0.0,0.0,0.0,157.01301696591574
1897,EU27,164.156971811495,1.93637366198766,0.0,0.0,0.0,0.0,166.09334547348266
1898,EU27,171.364091689717,2.07900192177399,0.0,0.0,0.0,0.0,173.44309361149098
1899,EU27,180.543691784001,2.13696405684144,0.0,0.0,0.0,0.0,182.68065584084243
1900,EU27,192.155400759612,2.20830295665551,0.0,0.0,0.0,0.0,194.3637037162675
1901,EU27,191.393983901103,2.29244485342332,0.0,0.0,0.0,0.0,193.68642875452636
1902,EU27,187.674714726635,2.40477625745002,0.001,0.0,0.0,0.0,190.080490984085
1903,EU27,200.18339914544,2.62166643565368,0.001,0.0,0.0,0.0,202.8060655810937
1904,EU27,203.79281596286,2.85472730366431,0.0010002263980077,0.0,0.0,0.0,206.64854349292236
1905,EU27,214.297973980244,2.88659232933609,0.001,0.0,0.0,0.0,217.18556630958008
1906,EU27,218.556570276512,3.1525888518408,0.003,0.0,0.0,0.0,221.7121591283528
1907,EU27,249.420003783318,3.71533773011213,0.003,0.0,0.0,0.0,253.1383415134301
1908,EU27,258.234981072421,4.29423309950809,0.003,0.0302105801061938,0.0,0.0,262.56242475203527
1909,EU27,255.854481508446,4.75900244390122,0.0039994298745724,0.0299372058078778,0.0,0.0,260.64742058802966
1910,EU27,260.994601830171,4.48466379208975,0.004,0.0350566495705215,0.0,0.0,265.5183222718313
1911,EU27,266.384183663462,4.50846174262158,0.004,0.0384712441643138,0.0,0.0,270.93511665024795
1912,EU27,285.851348550891,4.59842830202954,0.003,0.0461901918890045,0.0,0.0,290.49896704480955
1913,EU27,307.931354998382,4.82307091404852,0.015,0.0530577350826214,0.0,0.0,312.82248364751314
1914,EU27,264.256529268708,3.42568631129994,0.011,0.03784411536355,0.0,0.0,267.7310596953715
1915,EU27,242.581883731893,3.00288182242122,0.013,0.0416320494841469,0.0,0.0,245.6393976037984
1916,EU27,255.525280037173,2.59810470576845,0.0409995325646619,0.0472292862368326,0.0,0.0,258.2116135617429
1917,EU27,253.821657923403,2.19871793077291,0.029,0.0381782848416408,0.0,0.0,256.0875541390175
1918,EU27,239.010968496535,2.03789783042184,0.0320005792624059,0.0308899356385762,0.0,0.0,241.11175684185784
1919,EU27,184.869236501455,2.49512389907171,0.0899963201471941,0.0320587807727692,0.0,0.0,187.48641550144663
1920,EU27,232.038785506963,2.76515795531374,0.267007339889662,0.0382011340367239,0.0,0.0,235.10915193620312
1921,EU27,241.171266705803,2.55757239876838,0.270170884012572,0.0329587398433947,0.0,0.0,244.03196872842733
1922,EU27,246.878207388598,3.35236514943151,0.292159410340221,0.0498100212172041,0.0,0.0,250.57254196958692
1923,EU27,220.297798157248,4.08453753481975,0.29103697427598,0.0533966648096878,0.0,0.0,224.72676933115343
1924,EU27,267.490667802498,5.08646840885288,0.346035695687166,0.0553093328481049,0.0,0.0,272.9784812398861
1925,EU27,267.035363215499,8.64604203940023,0.387564610768076,0.0606693731946895,0.0,0.0,276.129639238862
1926,EU27,258.827259361534,7.62483960454492,0.387056852290676,0.0640879119947759,0.0,0.0,266.9032437303644
1927,EU27,292.786131060671,6.75760467271362,0.435215875551112,0.0675003304747507,0.0,0.0,300.0464519394105
1928,EU27,295.431902588738,7.83260336056564,0.47766161945345,3.34991178896599,0.0,0.0,307.0920793577231
1929,EU27,324.522998610057,8.62710470582779,0.578714490173812,3.53403661719914,0.0,0.0,337.2628544232577
1930,EU27,291.90421613507,10.4887491523916,0.8620472214377,3.34310831204764,0.0,0.0,306.598120820947
1931,EU27,260.905893049899,11.3827318038846,0.954065224993341,2.88637565924272,0.0,0.0,276.1290657380197
1932,EU27,228.240076352936,12.2001023563798,0.987097583269561,2.61533653714961,0.0,0.0,244.04261282973496
1933,EU27,234.062339485445,13.7913628885187,1.01465533439062,2.72541778690023,0.0,0.0,251.59377549525456
1934,EU27,250.482788990947,16.1772165416377,1.1826117720273,3.31172074054807,0.0,0.0,271.1543380451601
1935,EU27,261.214402206754,17.7173533161863,1.19325181854962,3.71976733596674,0.0,0.0,283.8447746774567
1936,EU27,271.947005570967,18.4686394234104,1.35351146235277,4.04707559680169,0.0,0.0,295.81623205353185
1937,EU27,308.918665978549,18.3436731377964,1.29156479421859,4.38684355892577,0.0,0.0,332.94074746948974
1938,EU27,312.003580706656,18.8072879854872,1.24399952161287,4.28378101844412,0.0,0.0,336.3386492322002
1939,EU27,325.117505075811,16.1447898219359,1.09514172501845,3.99937783111393,0.0,0.0,346.3568144538792
1940,EU27,343.519229398044,13.0248828347647,0.986058538693524,2.84206436655793,0.0,0.0,360.3722351380601
1941,EU27,342.308951823797,8.63634805160146,0.874971715355964,3.35525896221662,0.0,0.0,355.17553055297105
1942,EU27,348.142766689226,8.78321786896418,1.01099772647779,2.50514596796449,0.0,0.0,360.4421282526325
1943,EU27,351.280371672001,8.45789121193194,0.867993943622286,2.83869357563778,0.0,0.0,363.44495040319305
1944,EU27,302.333236220951,7.43472180727188,0.686071983909659,1.13949817759698,0.0,0.0,311.5935281897295
1945,EU27,124.725066140397,7.62629012228224,0.980243197182229,1.19959698221157,0.0,0.0,134.53119644207305
1946,EU27,216.142196643536,11.6652105434192,1.04914342979699,2.49949204499819,0.0,0.0,231.3560426617504
